Player,Span,matches,innings,not_out,runs,high_score,average,balls_faced,strike_rate,centuries,fifties,ducks,4s,6s,Unnamed: 15,format
V Kohli (INDIA),2010-2019,75,70.0,20.0,2633.0,94*,52.66,1907.0,138.07,0.0,24.0,2.0,247,71,,T20
RG Sharma (INDIA),2007-2019,104,96.0,14.0,2633.0,118,32.1,1905.0,138.21,4.0,19.0,6.0,234,120,,T20
MJ Guptill (NZ),2009-2019,83,80.0,7.0,2436.0,105,33.36,1810.0,134.58,2.0,15.0,2.0,215,113,,T20
Shoaib Malik (ICC/PAK),2006-2019,111,104.0,30.0,2263.0,75,30.58,1824.0,124.06,0.0,7.0,1.0,186,61,,T20
BB McCullum (NZ),2005-2015,71,70.0,10.0,2140.0,123,35.66,1571.0,136.21,2.0,13.0,3.0,199,91,,T20
DA Warner (AUS),2009-2019,76,76.0,8.0,2079.0,100*,30.57,1476.0,140.85,1.0,15.0,5.0,203,86,,T20
EJG Morgan (ENG),2009-2019,86,84.0,17.0,2002.0,91,29.88,1475.0,135.72,0.0,11.0,3.0,151,96,,T20
Mohammad Shahzad (AFG),2010-2018,65,65.0,3.0,1936.0,118*,31.22,1436.0,134.81,1.0,12.0,3.0,218,72,,T20
JP Duminy (SA),2007-2019,81,75.0,25.0,1934.0,96*,38.68,1532.0,126.24,0.0,11.0,6.0,138,71,,T20
PR Stirling (IRE),2009-2019,72,71.0,6.0,1929.0,91,29.67,1401.0,137.68,0.0,16.0,8.0,233,59,,T20
Mohammad Hafeez (PAK),2006-2018,89,86.0,8.0,1908.0,86,24.46,1643.0,116.12,0.0,10.0,6.0,196,51,,T20
TM Dilshan (SL),2006-2016,80,79.0,12.0,1889.0,104*,28.19,1567.0,120.54,1.0,13.0,10.0,223,33,,T20
AJ Finch (AUS),2011-2019,58,58.0,9.0,1878.0,172,38.32,1200.0,156.5,2.0,11.0,4.0,182,90,,T20
LRPL Taylor (NZ),2006-2019,95,87.0,19.0,1743.0,63,25.63,1430.0,121.88,0.0,5.0,5.0,110,65,,T20
Umar Akmal (PAK),2009-2019,84,79.0,14.0,1690.0,94,26.0,1377.0,122.73,0.0,8.0,10.0,122,55,,T20
AB de Villiers (SA),2006-2017,78,75.0,11.0,1672.0,79*,26.12,1237.0,135.16,0.0,10.0,5.0,140,60,,T20
H Masakadza (ZIM),2006-2019,66,66.0,2.0,1662.0,93*,25.96,1418.0,117.2,0.0,11.0,1.0,151,65,,T20
AD Hales (ENG),2011-2019,60,60.0,7.0,1644.0,116*,31.01,1203.0,136.65,1.0,8.0,4.0,175,55,,T20
CH Gayle (WI),2006-2019,58,54.0,4.0,1627.0,117,32.54,1139.0,142.84,2.0,13.0,3.0,138,105,,T20
MS Dhoni (INDIA),2006-2019,98,85.0,42.0,1617.0,56,37.6,1282.0,126.13,0.0,2.0,1.0,116,52,,T20
Tamim Iqbal (BDESH/ICC/World),2007-2018,75,75.0,5.0,1613.0,103*,23.04,1383.0,116.63,1.0,6.0,6.0,174,41,,T20
MN Samuels (WI),2007-2018,67,65.0,10.0,1611.0,89*,29.29,1386.0,116.23,0.0,10.0,0.0,144,69,,T20
SK Raina (INDIA),2006-2018,78,66.0,11.0,1605.0,101,29.18,1190.0,134.87,1.0,5.0,3.0,145,58,,T20
GJ Maxwell (AUS),2012-2019,61,54.0,9.0,1576.0,145*,35.02,985.0,160.0,3.0,7.0,1.0,133,81,,T20
Shakib Al Hasan (BDESH),2006-2019,76,76.0,10.0,1567.0,84,23.74,1266.0,123.77,0.0,9.0,5.0,163,33,,T20
C Munro (NZ),2012-2019,60,57.0,7.0,1546.0,109*,30.92,966.0,160.04,3.0,9.0,5.0,114,100,,T20
KS Williamson (NZ),2011-2019,57,55.0,7.0,1505.0,73*,31.35,1236.0,121.76,0.0,9.0,2.0,158,26,,T20
S Dhawan (INDIA),2011-2019,58,57.0,3.0,1504.0,92,27.85,1173.0,128.21,0.0,9.0,1.0,166,46,,T20
KJ O'Brien (IRE),2008-2019,90,83.0,10.0,1504.0,124,20.6,1124.0,133.8,1.0,3.0,10.0,117,69,,T20
DPMD Jayawardene (SL),2006-2014,55,55.0,8.0,1493.0,100,31.76,1121.0,133.18,1.0,9.0,4.0,173,33,,T20
Ahmed Shehzad (PAK),2009-2019,59,59.0,2.0,1471.0,111*,25.8,1282.0,114.74,1.0,7.0,2.0,157,33,,T20
SR Watson (AUS),2006-2016,58,56.0,6.0,1462.0,124*,29.24,1006.0,145.32,1.0,10.0,3.0,115,83,,T20
Mahmudullah (BDESH),2007-2019,83,76.0,16.0,1430.0,64*,23.83,1166.0,122.64,0.0,4.0,2.0,113,48,,T20
Shahid Afridi (ICC/PAK),2006-2018,99,91.0,12.0,1416.0,54*,17.92,944.0,150.0,0.0,4.0,8.0,103,73,,T20
Babar Azam (PAK),2016-2019,36,36.0,8.0,1405.0,97*,50.17,1102.0,127.49,0.0,12.0,0.0,139,20,,T20
KJ Coetzer (SCOT),2008-2019,58,56.0,2.0,1386.0,89,25.66,1136.0,122.0,0.0,6.0,3.0,144,45,,T20
KC Sangakkara (SL),2006-2014,56,53.0,9.0,1382.0,78,31.4,1156.0,119.55,0.0,8.0,2.0,139,20,,T20
F du Plessis (SA/World),2012-2019,44,44.0,6.0,1363.0,119,35.86,1006.0,135.48,1.0,8.0,0.0,126,45,,T20
Mohammad Nabi (AFG),2010-2019,75,70.0,11.0,1316.0,89,22.3,902.0,145.89,0.0,4.0,4.0,83,78,,T20
DA Miller (SA/World),2010-2019,72,62.0,18.0,1309.0,101*,29.75,935.0,140.0,1.0,2.0,0.0,91,57,,T20
HM Amla (SA/World),2009-2018,44,44.0,6.0,1277.0,97*,33.6,967.0,132.05,0.0,8.0,2.0,146,26,,T20
Mushfiqur Rahim (BDESH),2006-2019,84,76.0,13.0,1265.0,72*,20.07,1060.0,119.33,0.0,5.0,5.0,110,31,,T20
JC Buttler (ENG),2011-2018,66,58.0,11.0,1260.0,73*,26.8,912.0,138.15,0.0,7.0,3.0,102,53,,T20
RD Berrington (SCOT),2008-2019,61,54.0,10.0,1247.0,100,28.34,967.0,128.95,1.0,3.0,6.0,117,36,,T20
GC Wilson (IRE),2008-2019,78,65.0,8.0,1239.0,65*,21.73,1185.0,104.55,0.0,3.0,4.0,105,20,,T20
Yuvraj Singh (INDIA),2007-2017,58,51.0,9.0,1177.0,77*,28.02,863.0,136.38,0.0,8.0,1.0,77,74,,T20
KP Pietersen (ENG),2005-2013,37,36.0,5.0,1176.0,79,37.93,831.0,141.51,0.0,7.0,1.0,119,32,,T20
MDKJ Perera (SL),2013-2019,42,42.0,0.0,1171.0,84,27.88,867.0,135.06,0.0,11.0,0.0,114,41,,T20
NLTC Perera (ICC/SL/World),2010-2019,79,70.0,21.0,1169.0,61,23.85,767.0,152.41,0.0,3.0,8.0,87,62,,T20
Asghar Afghan (AFG),2010-2019,66,60.0,4.0,1167.0,62,20.83,1102.0,105.89,0.0,3.0,4.0,69,58,,T20
DJ Bravo (WI),2006-2016,66,59.0,12.0,1142.0,66*,24.29,981.0,116.41,0.0,4.0,4.0,67,49,,T20
KL Rahul (INDIA),2016-2019,34,31.0,5.0,1138.0,110*,43.76,777.0,146.46,2.0,8.0,1.0,102,50,,T20
BN Cooper (NL),2013-2019,51,48.0,9.0,1094.0,91*,28.05,890.0,122.92,0.0,7.0,5.0,96,36,,T20
WTS Porterfield (IRE),2008-2018,61,59.0,6.0,1079.0,72,20.35,971.0,111.12,0.0,3.0,5.0,120,23,,T20
KA Pollard (WI),2008-2019,68,58.0,12.0,1058.0,68,23.0,819.0,129.18,0.0,4.0,1.0,69,61,,T20
AD Mathews (SL),2009-2018,72,57.0,18.0,1055.0,81*,27.05,893.0,118.14,0.0,5.0,1.0,67,35,,T20
CS MacLeod (SCOT),2009-2019,49,47.0,7.0,1042.0,74,26.05,905.0,115.13,0.0,7.0,4.0,93,21,,T20
Q de Kock (SA),2012-2019,38,38.0,5.0,1018.0,79*,30.84,787.0,129.35,0.0,4.0,3.0,117,32,,T20
LMP Simmons (WI),2007-2019,49,48.0,7.0,990.0,82*,24.14,848.0,116.74,0.0,6.0,6.0,92,37,,T20
Kamran Akmal (PAK),2006-2017,58,53.0,6.0,987.0,73,21.0,825.0,119.63,0.0,5.0,7.0,100,31,,T20
HG Munsey (SCOT),2015-2019,38,36.0,3.0,987.0,127*,29.9,640.0,154.21,1.0,5.0,4.0,114,45,,T20
Samiullah Shinwari (AFG),2010-2019,62,55.0,10.0,985.0,61,21.88,829.0,118.81,0.0,2.0,2.0,73,37,,T20
CL White (AUS),2007-2014,47,44.0,14.0,984.0,85*,32.8,740.0,132.97,0.0,5.0,3.0,71,44,,T20
GC Smith (SA),2005-2011,33,33.0,2.0,982.0,89*,31.67,770.0,127.53,0.0,5.0,1.0,123,26,,T20
Shaiman Anwar (UAE),2014-2019,32,32.0,3.0,971.0,117*,33.48,770.0,126.1,1.0,6.0,1.0,75,43,,T20
Sabbir Rahman (BDESH),2014-2019,44,43.0,5.0,946.0,80,24.89,783.0,120.81,0.0,4.0,2.0,89,28,,T20
G Gambhir (INDIA),2007-2012,37,36.0,2.0,932.0,75,27.41,783.0,119.02,0.0,7.0,2.0,109,10,,T20
Najibullah Zadran (AFG),2012-2019,57,48.0,18.0,918.0,69*,30.6,663.0,138.46,0.0,3.0,1.0,60,48,,T20
JE Root (ENG),2012-2019,32,30.0,5.0,893.0,90*,35.72,707.0,126.3,0.0,5.0,2.0,92,16,,T20
MP O'Dowd (NL),2015-2019,36,35.0,2.0,866.0,69,26.24,718.0,120.61,0.0,6.0,0.0,83,19,,T20
E Chigumbura (ZIM),2006-2019,54,53.0,9.0,852.0,54*,19.36,597.0,142.71,0.0,3.0,6.0,58,51,,T20
E Lewis (WI),2016-2019,29,28.0,1.0,833.0,125*,30.85,544.0,153.12,2.0,5.0,3.0,54,67,,T20
SC Williams (ZIM),2006-2019,38,38.0,5.0,821.0,66,24.87,630.0,130.31,0.0,6.0,4.0,75,24,,T20
BRM Taylor (ZIM),2006-2019,38,38.0,5.0,818.0,75*,24.78,678.0,120.64,0.0,5.0,5.0,81,23,,T20
Sarfaraz Ahmed (PAK),2010-2019,58,41.0,12.0,812.0,89*,28.0,641.0,126.67,0.0,3.0,2.0,79,15,,T20
LD Chandimal (SL),2010-2018,54,47.0,4.0,800.0,58,18.6,766.0,104.43,0.0,4.0,0.0,73,16,,T20
W Barresi (NL),2012-2019,42,41.0,6.0,799.0,75*,22.82,695.0,114.96,0.0,4.0,3.0,69,21,,T20
Soumya Sarkar (BDESH),2015-2019,46,46.0,0.0,791.0,51,17.19,648.0,122.06,0.0,1.0,8.0,81,28,,T20
A Balbirnie (IRE),2015-2019,37,33.0,2.0,790.0,83,25.48,593.0,133.22,0.0,4.0,3.0,94,12,,T20
Misbah-ul-Haq (PAK),2007-2012,39,34.0,13.0,788.0,87*,37.52,715.0,110.2,0.0,3.0,2.0,45,26,,T20
P Khadka (NEPAL),2014-2019,30,29.0,3.0,777.0,106*,29.88,602.0,129.06,1.0,4.0,3.0,79,26,,T20
ADS Fletcher (WI),2008-2018,42,40.0,4.0,765.0,84*,21.25,707.0,108.2,0.0,6.0,6.0,54,37,,T20
LJ Wright (ENG),2007-2014,51,45.0,5.0,759.0,99*,18.97,554.0,137.0,0.0,4.0,9.0,68,31,,T20
Fakhar Zaman (PAK),2017-2019,34,33.0,0.0,756.0,91,22.9,553.0,136.7,0.0,4.0,2.0,86,22,,T20
DJ Hussey (AUS),2008-2012,39,36.0,3.0,756.0,88*,22.9,623.0,121.34,0.0,3.0,4.0,41,34,,T20
MH Cross (SCOT),2013-2019,43,35.0,6.0,755.0,66*,26.03,593.0,127.31,0.0,5.0,3.0,77,22,,T20
JJ Roy (ENG),2014-2018,32,32.0,0.0,743.0,78,23.21,512.0,145.11,0.0,4.0,4.0,75,35,,T20
SJ Myburgh (NL),2012-2019,33,32.0,2.0,741.0,71*,24.7,635.0,116.69,0.0,5.0,6.0,82,22,,T20
J Charles (WI),2011-2016,34,33.0,0.0,724.0,84,21.93,595.0,121.68,0.0,4.0,4.0,84,26,,T20
MEK Hussey (AUS),2005-2012,38,30.0,11.0,721.0,60*,37.94,529.0,136.29,0.0,4.0,1.0,58,25,,T20
RS Bopara (ENG),2008-2014,38,35.0,10.0,711.0,65*,28.44,599.0,118.69,0.0,3.0,0.0,54,17,,T20
CK Kapugedera (SL),2006-2017,43,38.0,7.0,703.0,50,22.67,591.0,118.95,0.0,1.0,0.0,58,25,,T20
Muhammad Usman (UAE),2016-2019,34,32.0,5.0,695.0,89*,25.74,593.0,117.2,0.0,3.0,3.0,61,21,,T20
CO Obuya (KENYA),2007-2019,35,33.0,6.0,691.0,75*,25.59,649.0,106.47,0.0,4.0,3.0,47,17,,T20
TP Ura (PNG),2015-2019,23,23.0,5.0,671.0,107*,37.27,476.0,140.96,1.0,4.0,0.0,54,31,,T20
JH Kallis (SA),2005-2012,25,23.0,4.0,666.0,73,35.05,558.0,119.35,0.0,5.0,0.0,56,20,,T20
PW Borren (NL),2008-2017,43,38.0,5.0,638.0,57,19.33,524.0,121.75,0.0,1.0,2.0,60,18,,T20
D Ramdin (WI),2006-2019,71,50.0,16.0,636.0,55*,18.7,551.0,115.42,0.0,1.0,3.0,51,19,,T20
ST Jayasuriya (SL),2006-2011,31,30.0,3.0,629.0,88,23.29,487.0,129.15,0.0,4.0,4.0,76,23,,T20
CJ Chibhabha (ZIM),2006-2018,33,32.0,0.0,621.0,67,19.4,570.0,108.94,0.0,5.0,3.0,72,12,,T20
MR Swart (NL),2012-2016,26,25.0,2.0,621.0,89,27.0,537.0,115.64,0.0,4.0,1.0,53,16,,T20
MN Waller (ZIM),2011-2018,32,31.0,8.0,613.0,68,26.65,443.0,138.37,0.0,1.0,2.0,42,28,,T20
Rohan Mustafa (UAE),2014-2019,38,37.0,1.0,605.0,77,16.8,521.0,116.12,0.0,2.0,4.0,71,17,,T20
JM Bairstow (ENG),2011-2019,34,29.0,6.0,603.0,68,26.21,450.0,134.0,0.0,3.0,2.0,56,25,,T20
Jatinder Singh (OMAN),2015-2019,25,25.0,2.0,599.0,68*,26.04,535.0,111.96,0.0,3.0,1.0,63,6,,T20
Salman Butt (PAK),2007-2010,24,23.0,2.0,595.0,74,28.33,551.0,107.98,0.0,3.0,1.0,66,10,,T20
RR Hendricks (SA),2014-2019,22,22.0,0.0,593.0,74,26.95,487.0,121.76,0.0,4.0,2.0,71,8,,T20
DJM Short (AUS),2018-2019,20,20.0,2.0,592.0,76,32.88,490.0,120.81,0.0,4.0,1.0,66,15,,T20
MK Pandey (INDIA),2015-2019,32,27.0,12.0,587.0,79*,39.13,478.0,122.8,0.0,2.0,2.0,40,16,,T20
DJG Sammy (WI/World),2007-2017,68,52.0,18.0,587.0,42*,17.26,398.0,147.48,0.0,0.0,3.0,45,31,,T20
PD Collingwood (ENG/World),2005-2017,36,33.0,2.0,583.0,79,18.8,459.0,127.01,0.0,3.0,3.0,37,24,,T20
DR Smith (WI),2006-2015,33,32.0,0.0,582.0,72,18.18,474.0,122.78,0.0,3.0,1.0,62,31,,T20
SB Styris (NZ),2005-2010,31,29.0,2.0,578.0,66,21.4,483.0,119.66,0.0,1.0,0.0,40,25,,T20
SPD Smith (AUS),2010-2019,36,28.0,7.0,577.0,90,27.47,448.0,128.79,0.0,4.0,1.0,53,12,,T20
Nizakat Khan (HKG),2014-2019,34,32.0,0.0,576.0,62,18.0,478.0,120.5,0.0,2.0,4.0,51,19,,T20
JA Morkel (SA),2005-2015,50,38.0,11.0,572.0,43,21.18,402.0,142.28,0.0,0.0,1.0,29,39,,T20
MJ Lumb (ENG),2010-2014,27,27.0,1.0,552.0,63,21.23,413.0,133.65,0.0,3.0,1.0,64,21,,T20
Zeeshan Maqsood (OMAN),2015-2019,29,25.0,4.0,542.0,56,25.8,481.0,112.68,0.0,2.0,2.0,66,12,,T20
Babar Hayat (HKG),2014-2017,24,24.0,4.0,541.0,122,27.05,433.0,124.94,1.0,2.0,2.0,45,20,,T20
Karim Sadiq (AFG),2010-2018,36,36.0,0.0,538.0,72,14.94,493.0,109.12,0.0,1.0,4.0,61,10,,T20
RN ten Doeschate (NL),2008-2019,22,22.0,10.0,533.0,59,44.41,400.0,133.25,0.0,3.0,1.0,27,19,,T20
C Kieswetter (ENG),2010-2012,25,25.0,1.0,526.0,63,21.91,470.0,111.91,0.0,3.0,2.0,47,23,,T20
RR Patel (KENYA),2008-2019,30,26.0,4.0,526.0,55,23.9,414.0,127.05,0.0,3.0,1.0,31,31,,T20
Hazratullah Zazai (AFG),2016-2019,13,13.0,1.0,519.0,162*,43.25,319.0,162.69,1.0,2.0,1.0,46,37,,T20
F Behardien (SA),2012-2018,38,30.0,14.0,518.0,64*,32.37,404.0,128.21,0.0,1.0,1.0,37,16,,T20
V Sibanda (ZIM),2007-2016,26,26.0,1.0,511.0,59,20.44,503.0,101.59,0.0,1.0,3.0,52,11,,T20
Noor Ali Zadran (AFG),2010-2017,20,20.0,1.0,506.0,63,26.63,497.0,101.81,0.0,3.0,1.0,45,6,,T20
Nawroz Mangal (AFG),2010-2017,32,32.0,4.0,505.0,65*,18.03,453.0,111.47,0.0,2.0,4.0,42,19,,T20
Imran Nazir (PAK),2007-2012,25,24.0,1.0,500.0,72,21.73,370.0,135.13,0.0,3.0,2.0,59,22,,T20
Liton Das (BDESH),2015-2019,25,25.0,0.0,497.0,61,19.88,360.0,138.05,0.0,2.0,2.0,44,22,,T20
Shafiqullah (AFG),2010-2019,46,42.0,12.0,494.0,51*,16.46,340.0,145.29,0.0,1.0,5.0,35,31,,T20
MJ Clarke (AUS),2005-2010,34,28.0,5.0,488.0,67,21.21,473.0,103.17,0.0,1.0,2.0,29,10,,T20
CJ Anderson (NZ),2012-2018,31,24.0,4.0,485.0,94*,24.25,351.0,138.17,0.0,2.0,3.0,30,26,,T20
G Malla (NEPAL),2014-2019,24,23.0,0.0,482.0,107,20.95,389.0,123.9,1.0,1.0,1.0,46,21,,T20
C de Grandhomme (NZ),2012-2019,33,31.0,7.0,479.0,59,19.95,321.0,149.22,0.0,3.0,3.0,27,29,,T20
TP Visee (NL),2015-2019,27,27.0,0.0,478.0,78,17.7,316.0,151.26,0.0,3.0,4.0,65,17,,T20
MS Chapman (HKG/NZ),2014-2018,24,23.0,2.0,475.0,63*,22.61,416.0,114.18,0.0,1.0,0.0,38,13,,T20
JDP Oram (NZ),2005-2012,36,30.0,7.0,474.0,66*,20.6,339.0,139.82,0.0,2.0,3.0,38,22,,T20
GJ Bailey (AUS/World),2012-2017,30,26.0,7.0,473.0,63,24.89,346.0,136.7,0.0,2.0,1.0,37,20,,T20
BKG Mendis (SL),2016-2019,24,24.0,0.0,473.0,79,19.7,353.0,133.99,0.0,5.0,2.0,40,21,,T20
Gulbadin Naib (AFG),2012-2019,45,37.0,10.0,472.0,56*,17.48,393.0,120.1,0.0,1.0,3.0,33,22,,T20
NJ O'Brien (IRE),2008-2016,30,28.0,2.0,466.0,50,17.92,475.0,98.1,0.0,1.0,0.0,40,7,,T20
AD Russell (WI),2011-2018,47,39.0,13.0,465.0,47,17.88,329.0,141.33,0.0,0.0,6.0,30,32,,T20
PM Seelaar (NL),2008-2019,69,40.0,11.0,464.0,96*,16.0,423.0,109.69,0.0,1.0,1.0,31,8,,T20
JEC Franklin (NZ),2006-2013,38,31.0,8.0,463.0,60,20.13,391.0,118.41,0.0,2.0,2.0,28,23,,T20
CR Ervine (ZIM),2010-2019,22,21.0,1.0,461.0,68*,23.05,454.0,101.54,0.0,3.0,1.0,43,13,,T20
A Vala (PNG),2015-2019,26,24.0,4.0,460.0,68,23.0,427.0,107.72,0.0,2.0,0.0,39,13,,T20
DJ Malan (ENG),2017-2019,9,9.0,1.0,458.0,103*,57.25,293.0,156.31,1.0,5.0,0.0,47,20,,T20
JD Ryder (NZ),2008-2014,22,21.0,1.0,457.0,62,22.85,358.0,127.65,0.0,3.0,2.0,47,18,,T20
RE van der Merwe (NL/SA),2009-2019,43,29.0,12.0,454.0,75*,26.7,345.0,131.59,0.0,2.0,4.0,36,13,,T20
Khawar Ali (OMAN),2015-2019,29,28.0,0.0,453.0,50,16.17,482.0,93.98,0.0,1.0,2.0,48,12,,T20
MD Gunathilaka (SL),2016-2019,21,21.0,0.0,452.0,57,21.52,365.0,123.83,0.0,2.0,0.0,49,12,,T20
Mohammad Ashraful (BDESH),2007-2013,23,23.0,0.0,450.0,65,19.56,356.0,126.4,0.0,2.0,2.0,48,11,,T20
Rameez Shahzad (UAE),2016-2019,22,21.0,3.0,449.0,54,24.94,404.0,111.13,0.0,1.0,2.0,37,13,,T20
Usman Ghani (AFG),2015-2019,19,19.0,1.0,445.0,73,24.72,407.0,109.33,0.0,3.0,0.0,44,12,,T20
Younis Khan (PAK),2006-2010,25,23.0,3.0,442.0,51,22.1,364.0,121.42,0.0,2.0,2.0,31,12,,T20
NR Kumar (CAN),2012-2019,18,16.0,2.0,434.0,83,31.0,336.0,129.16,0.0,3.0,1.0,34,13,,T20
MD Shanaka (SL),2015-2019,35,35.0,7.0,434.0,54,15.5,386.0,112.43,0.0,1.0,7.0,29,24,,T20
N Dickwella (SL),2016-2019,23,22.0,0.0,429.0,68,19.5,309.0,138.83,0.0,1.0,2.0,57,8,,T20
Muhammad Tanveer (QAT),2019-2019,15,15.0,4.0,428.0,57*,38.9,331.0,129.3,0.0,4.0,0.0,36,22,,T20
PL Mommsen (SCOT),2012-2016,24,19.0,7.0,419.0,68*,34.91,329.0,127.35,0.0,2.0,1.0,32,11,,T20
Syed Aziz (MAL),2019-2019,14,14.0,2.0,415.0,87,34.58,297.0,139.73,0.0,4.0,2.0,43,16,,T20
RR Pant (INDIA),2017-2019,26,24.0,4.0,409.0,65*,20.45,336.0,121.72,0.0,2.0,3.0,28,18,,T20
Aqib Ilyas (OMAN),2015-2019,22,22.0,4.0,408.0,60,22.66,356.0,114.6,0.0,2.0,1.0,47,7,,T20
TH David (SGP),2019-2019,12,12.0,1.0,408.0,77,37.09,274.0,148.9,0.0,2.0,0.0,36,17,,T20
MG Erasmus (NAM),2019-2019,16,14.0,3.0,407.0,72,37.0,293.0,138.9,0.0,4.0,0.0,33,20,,T20
MW Machan (SCOT),2013-2016,13,13.0,3.0,407.0,67*,40.7,318.0,127.98,0.0,3.0,0.0,37,7,,T20
WU Tharanga (SL),2006-2018,26,26.0,1.0,407.0,47,16.28,330.0,123.33,0.0,0.0,3.0,42,12,,T20
Sikandar Raza (ZIM),2013-2019,32,30.0,0.0,406.0,59,13.53,384.0,105.72,0.0,1.0,0.0,34,8,,T20
EC Joyce (ENG/IRE),2006-2014,18,15.0,3.0,405.0,78*,33.75,431.0,93.96,0.0,1.0,0.0,30,5,,T20
TLW Cooper (NL),2012-2016,18,17.0,3.0,404.0,72*,28.85,306.0,132.02,0.0,2.0,2.0,38,16,,T20
BJ Haddin (AUS),2006-2014,34,29.0,6.0,402.0,47,17.47,351.0,114.52,0.0,0.0,2.0,30,13,,T20
RT Ponting (AUS),2005-2009,17,16.0,2.0,401.0,98*,28.64,302.0,132.78,0.0,2.0,2.0,41,11,,T20
HH Gibbs (SA),2005-2010,23,23.0,1.0,400.0,90*,18.18,318.0,125.78,0.0,3.0,4.0,45,12,,T20
KD Karthik (ICC/INDIA),2006-2019,32,26.0,14.0,399.0,48,33.25,278.0,143.52,0.0,0.0,2.0,42,15,,T20
V Sehwag (INDIA),2006-2012,19,18.0,0.0,394.0,68,21.88,271.0,145.38,0.0,2.0,1.0,43,16,,T20
Abdul Razzaq (PAK),2006-2013,32,29.0,10.0,393.0,46*,20.68,337.0,116.61,0.0,0.0,2.0,21,21,,T20
Rizwan Cheema (CAN),2008-2019,24,24.0,2.0,389.0,72,17.68,314.0,123.88,0.0,2.0,5.0,33,28,,T20
SJ Baard (NAM),2019-2019,13,13.0,2.0,387.0,92,35.18,305.0,126.88,0.0,4.0,1.0,32,13,,T20
AA Obanda (KENYA),2007-2019,30,28.0,2.0,381.0,79,14.65,362.0,105.24,0.0,1.0,5.0,49,7,,T20
CJA Amini (PNG),2015-2019,23,18.0,4.0,377.0,60,26.92,324.0,116.35,0.0,2.0,2.0,16,13,,T20
Mashrafe Mortaza (BDESH),2006-2017,54,39.0,11.0,377.0,36,13.46,277.0,136.1,0.0,0.0,6.0,28,23,,T20
AM Rahane (INDIA),2011-2016,20,20.0,2.0,375.0,61,20.83,331.0,113.29,0.0,1.0,2.0,32,6,,T20
J Rasu (VAN),2019-2019,13,13.0,0.0,374.0,74,28.76,338.0,110.65,0.0,2.0,0.0,27,16,,T20
Hussain Talat (PAK),2018-2019,14,14.0,1.0,371.0,63,28.53,309.0,120.06,0.0,2.0,1.0,35,5,,T20
Nasir Hossain (BDESH),2011-2016,31,24.0,4.0,370.0,50*,18.5,326.0,113.49,0.0,2.0,2.0,30,7,,T20
JW Jenner (JER),2019-2019,17,17.0,2.0,365.0,71,24.33,299.0,122.07,0.0,3.0,2.0,24,14,,T20
PJ Moor (ZIM),2016-2019,21,19.0,4.0,364.0,92*,24.26,286.0,127.27,0.0,1.0,0.0,22,24,,T20
Nasir Jamshed (PAK),2012-2013,18,18.0,1.0,363.0,56,21.35,320.0,113.43,0.0,2.0,1.0,34,12,,T20
NS Dhaliwal (CAN),2019-2019,12,11.0,2.0,361.0,69,40.11,291.0,124.05,0.0,3.0,0.0,22,16,,T20
Sharjeel Khan (PAK),2013-2016,15,15.0,0.0,360.0,59,24.0,262.0,137.4,0.0,2.0,0.0,48,13,,T20
L Ronchi (AUS/ICC/NZ),2008-2018,33,26.0,6.0,359.0,51*,17.95,256.0,140.23,0.0,1.0,5.0,30,14,,T20
R Sandaruwan (KUW),2019-2019,10,10.0,1.0,358.0,103,39.77,216.0,165.74,1.0,2.0,2.0,29,24,,T20
S Bau (PNG),2016-2019,23,17.0,3.0,356.0,40*,25.42,338.0,105.32,0.0,0.0,1.0,21,11,,T20
Anamul Haque (BDESH),2012-2015,13,13.0,2.0,355.0,58,32.27,301.0,117.94,0.0,1.0,1.0,38,12,,T20
KD Shah (HKG),2014-2019,26,22.0,3.0,351.0,79,18.47,340.0,103.23,0.0,2.0,3.0,26,10,,T20
SW Billings (ENG/ICC),2015-2019,26,23.0,3.0,348.0,87,17.4,255.0,136.47,0.0,2.0,1.0,33,11,,T20
S Chandramohan (SGP),2019-2019,12,12.0,1.0,348.0,66,31.63,292.0,119.17,0.0,3.0,3.0,33,15,,T20
OA Shah (ENG),2007-2009,17,15.0,1.0,347.0,55*,24.78,284.0,122.18,0.0,1.0,0.0,26,13,,T20
SO Tikolo (KENYA),2007-2013,15,15.0,3.0,345.0,56*,28.75,281.0,122.77,0.0,2.0,3.0,46,6,,T20
S Chanderpaul (WI),2006-2010,22,22.0,5.0,343.0,41,20.17,347.0,98.84,0.0,0.0,0.0,34,5,,T20
DM Bravo (WI),2010-2019,20,18.0,1.0,340.0,43*,20.0,317.0,107.25,0.0,0.0,3.0,28,13,,T20
JM Vince (ENG),2015-2019,12,12.0,0.0,340.0,59,28.33,275.0,123.63,0.0,1.0,0.0,34,9,,T20
A Symonds (AUS),2005-2009,14,11.0,4.0,337.0,85*,48.14,199.0,169.34,0.0,2.0,2.0,33,10,,T20
N Davin (NAM),2019-2019,16,16.0,1.0,335.0,54,22.33,216.0,155.09,0.0,1.0,1.0,33,15,,T20
SA Edwards (NL),2018-2019,29,22.0,8.0,334.0,42*,23.85,229.0,145.85,0.0,0.0,1.0,33,6,,T20
Asif Ali (PAK),2018-2019,25,24.0,6.0,331.0,41*,18.38,258.0,128.29,0.0,0.0,1.0,15,19,,T20
